Pathway identifier,Pathway name,#Entities found,#Entities total,#Interactors found,#Interactors total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Submitted entities hit interactor,Interacts with,Found reaction identifiers
R-HSA-5357956,"TNFR1-induced NF-kappa-B signaling pathway",0,33,1,352,0.002054794520547945,0.6415964338249951,0.6415964338249951,1,5,3.2146071750032145E-4,9606,Homo sapiens,"","",RPL41,P63244,"R-HSA-5357776"
R-HSA-936440,"Negative regulators of DDX58/IFIH1 signaling",1,37,0,350,0.002303860523038605,0.6425833244934,0.6425833244934,2,13,8.357978655008358E-4,9606,Homo sapiens,"PCBP2","",,,"R-HSA-990526;R-HSA-990528"
R-HSA-9619483,"Activation of AMPK downstream of NMDARs",0,34,2,354,0.0021170610211706103,0.6445490819011948,0.6445490819011948,2,3,1.9287643050019287E-4,9606,Homo sapiens,"","",ACTG1;GAPDH,P10636-8,"R-HSA-9619542;R-HSA-9619515"
R-HSA-449836,"Other interleukin signaling",1,24,2,365,0.0014943960149439602,0.6445490819011948,0.6445490819011948,2,17,0.001092966439501093,9606,Homo sapiens,"IL32","P24001",IL32;HMOX1,P24158;Q16623,"R-HSA-448591;R-HSA-449117"
R-HSA-936964,"Activation of IRF3, IRF7 mediated by TBK1, IKKε (IKBKE)",0,21,1,368,0.001307596513075965,0.6474777651875077,0.6474777651875077,1,15,9.643821525009644E-4,9606,Homo sapiens,"","",GAPDH,Q9UHD2,"R-HSA-9823910"
R-HSA-5607764,"CLEC7A (Dectin-1) signaling",0,107,3,311,0.006662515566625156,0.6503826752675826,0.6503826752675826,2,45,0.0028931464575028933,9606,Homo sapiens,"","",IL32;IL32;APOE,Q8TBC4;Q05655,"R-HSA-5607734;R-HSA-5607725"
R-HSA-5610787,"Hedgehog 'off' state",0,111,1,293,0.006911581569115816,0.6532640022168448,0.6532640022168448,2,32,0.0020573485920020573,9606,Homo sapiens,"","",GAPDH,P49841,"R-HSA-5610732;R-HSA-5610730"
R-HSA-9759194,"Nuclear events mediated by NFE2L2",2,135,3,709,0.008405977584059776,0.6555249587862797,0.6555249587862797,7,85,0.0054648321975054644,9606,Homo sapiens,"HMOX1","ENSG00000100292;P09601",APOE;CCL5;GAPDH,P10599;P13500;P18848;P49841,"R-HSA-9796070;R-HSA-9761815;R-HSA-9759137;R-HSA-9796045;R-HSA-9796061;R-HSA-9762094;R-HSA-9759176"
R-HSA-2995410,"Nuclear Envelope (NE) Reassembly",0,88,1,333,0.005479452054794521,0.6598964427786924,0.6598964427786924,1,24,0.001543011444001543,9606,Homo sapiens,"","",CD74,Q14974,"R-HSA-9624798"
R-HSA-9711097,"Cellular response to starvation",1,176,1,227,0.010958904109589041,0.6617683626556963,0.6617683626556963,10,28,0.0018001800180018,9606,Homo sapiens,"RPL41","P62945",APOE,P18848,"R-HSA-9633008;R-HSA-9635936;R-HSA-9635927;R-HSA-9635892;R-HSA-9635915;R-HSA-9633742;R-HSA-381128;R-HSA-9634669;R-HSA-9633005;R-HSA-9635804"
R-HSA-9856530,"High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells",0,88,3,324,0.005479452054794521,0.6645572280789716,0.6645572280789716,2,31,0.001993056448501993,9606,Homo sapiens,"","",VIM;GAPDH;FN1,P31749;P06241,"R-HSA-9860500;R-HSA-9860833"
R-HSA-163841,"Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation",0,95,2,319,0.005915317559153176,0.6682405056158145,0.6682405056158145,4,50,0.0032146071750032146,9606,Homo sapiens,"","",CTSD;HLA-A,P07225;Q8NBJ7,"R-HSA-159729;R-HSA-1614336;R-HSA-159752;R-HSA-159773"
R-HSA-3371556,"Cellular response to heat stress",0,135,1,285,0.008405977584059776,0.6682405056158145,0.6682405056158145,1,29,0.0018644721615018644,9606,Homo sapiens,"","",GAPDH,P49841,"R-HSA-3371435"
R-HSA-164952,"The role of Nef in HIV-1 replication and disease pathogenesis",1,29,2,389,0.0018057285180572852,0.6700671752814186,0.6700671752814186,5,20,0.0012858428700012858,9606,Homo sapiens,"HLA-A","P04439",GAPDH;FN1,P06241,"R-HSA-182243;R-HSA-182279;R-HSA-182263;R-HSA-182286;R-HSA-200908"
R-HSA-9833110,"RSV-host interactions",0,116,1,302,0.007222914072229141,0.6700671752814186,0.6700671752814186,1,27,0.001735887874501736,9606,Homo sapiens,"","",VIM,Q14457,"R-HSA-9837231"
R-HSA-8941326,"RUNX2 regulates bone development",0,43,1,370,0.0026774595267745954,0.6700671752814186,0.6700671752814186,1,32,0.0020573485920020573,9606,Homo sapiens,"","",FN1,P02452,"R-HSA-8985644"
R-HSA-2219528,"PI3K/AKT Signaling in Cancer",0,132,1,296,0.00821917808219178,0.6718839365930355,0.6718839365930355,15,21,0.0013501350135013501,9606,Homo sapiens,"","",VIM,P31749,"R-HSA-2399941;R-HSA-2243942;R-HSA-2400001;R-HSA-2399969;R-HSA-2399981;R-HSA-2399982;R-HSA-2399977;R-HSA-2399988;R-HSA-2219536;R-HSA-2399985;R-HSA-2399996;R-HSA-2399997;R-HSA-2399966;R-HSA-2399999;R-HSA-2399992"
R-HSA-888590,"GABA synthesis, release, reuptake and degradation",0,37,1,376,0.002303860523038605,0.6736908424862971,0.6736908424862971,1,10,6.429214350006429E-4,9606,Homo sapiens,"","",HMOX1,Q16623,"R-HSA-917744"
R-HSA-9860927,"Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",1,42,0,380,0.00261519302615193,0.6745906161172466,0.6745906161172466,9,23,0.0014787193005014788,9606,Homo sapiens,"FN1","",,,"R-HSA-9865238;R-HSA-9865748;R-HSA-9865520;R-HSA-9865184;R-HSA-9865182;R-HSA-9865228;R-HSA-9861484;R-HSA-9865501;R-HSA-9865226"
R-HSA-9683701,"Translation of Structural Proteins",0,49,2,373,0.0030510585305105853,0.6763828375285137,0.6763828375285137,7,37,0.002378809309502379,9606,Homo sapiens,"","",VIM;GAPDH,P49841;P59594,"R-HSA-9683719;R-HSA-9683653;R-HSA-9683755;R-HSA-9683624;R-HSA-9683663;R-HSA-9683772;R-HSA-9687724"
R-HSA-9766229,"Degradation of CDH1",0,57,1,367,0.0035491905354919054,0.6772752983693449,0.6772752983693449,1,10,6.429214350006429E-4,9606,Homo sapiens,"","",RPL41,P63244,"R-HSA-9934751"
R-HSA-191273,"Cholesterol biosynthesis",0,86,1,330,0.005354919053549191,0.6772752983693449,0.6772752983693449,4,45,0.0028931464575028933,9606,Homo sapiens,"","",HMOX1,Q15800,"R-HSA-9947207;R-HSA-194641;R-HSA-9947203;R-HSA-194669"
R-HSA-264870,"Caspase-mediated cleavage of cytoskeletal proteins",1,12,2,408,7.471980074719801E-4,0.6799381594348959,0.6799381594348959,4,10,6.429214350006429E-4,9606,Homo sapiens,"VIM","P08670",VIM;APOE,P10636;P08670,"R-HSA-350319;R-HSA-350318;R-HSA-201629;R-HSA-201628"
R-HSA-9013694,"Signaling by NOTCH4",0,82,1,347,0.00510585305105853,0.6808209608719272,0.6808209608719272,1,20,0.0012858428700012858,9606,Homo sapiens,"","",VIM,P31749,"R-HSA-9604328"
R-HSA-9012852,"Signaling by NOTCH3",0,63,1,364,0.003922789539227895,0.6808209608719272,0.6808209608719272,1,37,0.002378809309502379,9606,Homo sapiens,"","",CTSD,O00308,"R-HSA-9021520"
R-HSA-1538133,"G0 and Early G1",0,38,1,406,0.0023661270236612704,0.6851991154192398,0.6851991154192398,1,27,0.001735887874501736,9606,Homo sapiens,"","",GAPDH,P12004,"R-HSA-8961665"
R-HSA-9660826,"Purinergic signaling in leishmaniasis infection",1,54,1,381,0.0033623910336239102,0.6877975556120189,0.6877975556120189,4,23,0.0014787193005014788,9606,Homo sapiens,"HMOX1","P09601",GAPDH,P10599,"R-HSA-1250272;R-HSA-1250280;R-HSA-1250264;R-HSA-1250253"
R-HSA-9664424,"Cell recruitment (pro-inflammatory response)",1,54,1,381,0.0033623910336239102,0.6877975556120189,0.6877975556120189,4,23,0.0014787193005014788,9606,Homo sapiens,"HMOX1","P09601",GAPDH,P10599,"R-HSA-1250272;R-HSA-1250280;R-HSA-1250264;R-HSA-1250253"
R-HSA-9830369,"Kidney development",0,75,1,355,0.004669987546699875,0.6877975556120189,0.6877975556120189,2,50,0.0032146071750032146,9606,Homo sapiens,"","",GAPDH,P35222,"R-HSA-9830368;R-HSA-9830371"
R-HSA-9609690,"HCMV Early Events",0,215,1,219,0.013387297633872976,0.6886589982644955,0.6886589982644955,1,12,7.715057220007715E-4,9606,Homo sapiens,"","",PLD3,P19838,"R-HSA-9621073"
R-HSA-9694631,"Maturation of nucleoprotein",0,24,2,411,0.0014943960149439602,0.6895180993668097,0.6895180993668097,3,14,9.000900090009E-4,9606,Homo sapiens,"","",VIM;GAPDH,Q99873;P49841,"R-HSA-9766608;R-HSA-9729283;R-HSA-9687724"
R-HSA-5637810,"Constitutive Signaling by EGFRvIII",0,22,2,415,0.0013698630136986301,0.6895180993668097,0.6895180993668097,1,18,0.0011572585830011573,9606,Homo sapiens,"","",SH3BGRL3;GAPDH,P00533,"R-HSA-1247999"
R-HSA-5637812,"Signaling by EGFRvIII in Cancer",0,22,2,415,0.0013698630136986301,0.6895180993668097,0.6895180993668097,1,18,0.0011572585830011573,9606,Homo sapiens,"","",SH3BGRL3;GAPDH,P00533,"R-HSA-1247999"
R-HSA-450513,"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",0,19,1,413,0.0011830635118306352,0.6903748651875203,0.6903748651875203,2,4,2.5716857400025716E-4,9606,Homo sapiens,"","",VIM,P26651;P31946,"R-HSA-450400;R-HSA-450394"
R-HSA-5693607,"Processing of DNA double-strand break ends",0,89,2,357,0.0055417185554171855,0.6903748651875203,0.6903748651875203,4,17,0.001092966439501093,9606,Homo sapiens,"","",VIM;HLA-DRB5,Q8N6T7;Q12888;O14757,"R-HSA-5684887;R-HSA-5684071;R-HSA-5684882;R-HSA-5685953"
R-HSA-1643713,"Signaling by EGFR in Cancer",0,32,2,415,0.00199252801992528,0.6946238833124214,0.6946238833124214,2,42,0.0027002700270027003,9606,Homo sapiens,"","",SH3BGRL3;GAPDH,P00533,"R-HSA-1248677;R-HSA-1247999"
R-HSA-174824,"Plasma lipoprotein assembly, remodeling, and clearance",1,102,2,351,0.006351183063511831,0.6954667681609585,0.6954667681609585,16,86,0.005529124341005529,9606,Homo sapiens,"APOE","P02649",FN1;APOE,P02649;P02655;P08519;Q8WTV0-2;P01130,"R-HSA-174690;R-HSA-171106;R-HSA-349637;R-HSA-174624;R-HSA-174657;R-HSA-349638;R-HSA-174660;R-HSA-174757;R-HSA-176879;R-HSA-171087;R-HSA-174706;R-HSA-171122;R-HSA-174739;R-HSA-6784734;R-HSA-174808;R-HSA-266303"
R-HSA-2179392,"EGFR Transactivation by Gastrin",0,13,3,428,8.094645080946451E-4,0.6979816960689275,0.6979816960689275,3,6,3.8575286100038574E-4,9606,Homo sapiens,"","",SH3BGRL3;APOE;GAPDH,P08254;P00533,"R-HSA-2179413;R-HSA-2179387;R-HSA-2179402"
R-HSA-5205685,"PINK1-PRKN Mediated Mitophagy",0,34,1,417,0.0021170610211706103,0.7004761624003387,0.7004761624003387,1,16,0.0010286742960010286,9606,Homo sapiens,"","",GAPDH,Q9UHD2,"R-HSA-9824888"
R-HSA-203615,"eNOS activation",0,41,1,403,0.002552926525529265,0.7013031325390604,0.7013031325390604,1,19,0.0012215507265012214,9606,Homo sapiens,"","",VIM,P31749,"R-HSA-202137"
R-HSA-264876,"Insulin processing",0,32,1,423,0.00199252801992528,0.7021278534403754,0.7021278534403754,1,17,0.001092966439501093,9606,Homo sapiens,"","",GAPDH,O00471,"R-HSA-265177"
R-HSA-445144,"Signal transduction by L1",0,25,2,425,0.001556662515566625,0.7045885808919753,0.7045885808919753,1,11,7.072135785007072E-4,9606,Homo sapiens,"","",SH3BGRL3;GAPDH,P00533,"R-HSA-445069"
R-HSA-6806834,"Signaling by MET",1,88,0,378,0.005479452054794521,0.7045885808919753,0.7045885808919753,1,51,0.003278899318503279,9606,Homo sapiens,"FN1","",,,"R-HSA-8874079"
R-HSA-159236,"Transport of Mature mRNA derived from an Intron-Containing Transcript",0,81,1,393,0.005043586550435865,0.7054043649364694,0.7054043649364694,1,4,2.5716857400025716E-4,9606,Homo sapiens,"","",PCBP2,P84103,"R-HSA-75096"
R-HSA-9679191,"Potential therapeutics for SARS",0,168,1,286,0.01046077210460772,0.7054043649364694,0.7054043649364694,1,36,0.0023145171660023146,9606,Homo sapiens,"","",VIM,Q9BYF1,"R-HSA-9683488"
R-HSA-9705683,"SARS-CoV-2-host interactions",2,248,2,727,0.015442092154420922,0.7078337033049567,0.7078337033049567,7,67,0.004307573614504308,9606,Homo sapiens,"HLA-B;HLA-A","P04439;P01889",FN1;GAPDH,P52292;Q9UHD2,"R-HSA-9755328;R-HSA-9705010;R-HSA-9705299;R-HSA-9755359;R-HSA-983426;R-HSA-9705082;R-HSA-9754827"
R-HSA-9613829,"Chaperone Mediated Autophagy",1,23,1,433,0.001432129514321295,0.7094501147936403,0.7094501147936403,12,19,0.0012215507265012214,9606,Homo sapiens,"VIM","P08670",VIM,P14136,"R-HSA-9626034;R-HSA-9626039;R-HSA-9625188;R-HSA-9620197;R-HSA-9622840;R-HSA-9615721;R-HSA-9624158;R-HSA-9626046;R-HSA-9622831;R-HSA-9625196;R-HSA-9626060;R-HSA-9625197"
R-HSA-6804757,"Regulation of TP53 Degradation",0,43,1,423,0.0026774595267745954,0.712647264428395,0.712647264428395,2,30,0.0019287643050019288,9606,Homo sapiens,"","",FTH1,Q9UER7,"R-HSA-3222072;R-HSA-3215295"
R-HSA-9020702,"Interleukin-1 signaling",0,112,2,399,0.006973848069738481,0.712647264428395,0.712647264428395,3,59,0.0037932364665037932,9606,Homo sapiens,"","",ACTG1;PLD3,P19838;Q9Y6K9,"R-HSA-5609665;R-HSA-451634;R-HSA-9757954"
R-HSA-8936459,"RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function",0,76,1,391,0.004732254047322541,0.7134411214721021,0.7134411214721021,2,33,0.0021216407355021216,9606,Homo sapiens,"","",VIM,Q99873,"R-HSA-8935732;R-HSA-8934742"
R-HSA-373752,"Netrin-1 signaling",0,52,1,418,0.0032378580323785804,0.7142328180056416,0.7142328180056416,1,34,0.002185932879002186,9606,Homo sapiens,"","",ARPC1B,O00401,"R-HSA-418874"
R-HSA-9759475,"Regulation of CDH11 Expression and Function",0,35,1,433,0.0021793275217932753,0.717378114630217,0.717378114630217,1,28,0.0018001800180018,9606,Homo sapiens,"","",GAPDH,P35222,"R-HSA-9762282"
R-HSA-5683057,"MAPK family signaling cascades",3,367,2,1066,0.022851805728518058,0.7196194110285441,0.7196194110285441,11,122,0.007843641507007844,9606,Homo sapiens,"FN1;ACTG1","P63261;P60709;P02751",FTH1;HLA-A,P36507;P04792,"R-HSA-9657603;R-HSA-5672980;R-HSA-109858;R-HSA-5672978;R-HSA-9657606;R-HSA-5687121;R-HSA-109864;R-HSA-5672972;R-HSA-9657608;R-HSA-5672973;R-HSA-9657599"
R-HSA-4420097,"VEGFA-VEGFR2 Pathway",2,129,5,856,0.008032378580323785,0.7215348967446583,0.7215348967446583,4,79,0.005079079336505079,9606,Homo sapiens,"ACTG1","P63261;P60709",VIM;FN1;FTH1;GAPDH;FN1,P06241;P49023;P31749;P04792,"R-HSA-5218824;R-HSA-5218838;R-HSA-202137;R-HSA-5218916"
R-HSA-5250924,"B-WICH complex positively regulates rRNA expression",1,61,2,416,0.0037982565379825655,0.722800531567991,0.722800531567991,1,3,1.9287643050019287E-4,9606,Homo sapiens,"ACTG1","P60709",ACTG1;GAPDH,P49841;P60709,"R-HSA-5250947"
R-HSA-5205647,"Mitophagy",0,41,1,441,0.002552926525529265,0.722800531567991,0.722800531567991,1,23,0.0014787193005014788,9606,Homo sapiens,"","",GAPDH,Q9UHD2,"R-HSA-9824888"
R-HSA-1834949,"Cytosolic sensors of pathogen-associated DNA ",0,78,1,412,0.004856787048567871,0.725092931253756,0.725092931253756,7,50,0.0032146071750032146,9606,Homo sapiens,"","",GAPDH,P35222;Q9UHD2,"R-HSA-1834939;R-HSA-3249378;R-HSA-3134904;R-HSA-3134901;R-HSA-3134883;R-HSA-1606324;R-HSA-3134914"
R-HSA-9680350,"Signaling by CSF1 (M-CSF) in myeloid cells",0,41,2,447,0.002552926525529265,0.7288721666405632,0.7288721666405632,1,14,9.000900090009E-4,9606,Homo sapiens,"","",GAPDH;FN1,P06241,"R-HSA-9680348"
R-HSA-5339562,"Uptake and actions of bacterial toxins",0,60,1,430,0.0037359900373599006,0.7288721666405632,0.7288721666405632,1,66,0.004243281471004243,9606,Homo sapiens,"","",HLA-A,P36507,"R-HSA-5211356"
R-HSA-9616222,"Transcriptional regulation of granulopoiesis",0,70,1,425,0.0043586550435865505,0.7318586656434387,0.7318586656434387,11,27,0.001735887874501736,9606,Homo sapiens,"","",IL32,P49715,"R-HSA-9616243;R-HSA-9624112;R-HSA-9616241;R-HSA-9618582;R-HSA-9617207;R-HSA-9622363;R-HSA-9624120;R-HSA-9622367;R-HSA-9617087;R-HSA-9634430;R-HSA-9624668"
R-HSA-881907,"Gastrin-CREB signalling pathway via PKC and MAPK",0,24,3,463,0.0014943960149439602,0.7340772512246891,0.7340772512246891,3,9,5.786292915005787E-4,9606,Homo sapiens,"","",SH3BGRL3;APOE;GAPDH,P08254;P00533,"R-HSA-2179413;R-HSA-2179387;R-HSA-2179402"
R-HSA-397014,"Muscle contraction",1,232,1,265,0.014445828144458281,0.7370072587004453,0.7370072587004453,6,53,0.0034074836055034076,9606,Homo sapiens,"VIM","P08670",GAPDH,P17612,"R-HSA-390597;R-HSA-390598;R-HSA-390593;R-HSA-390595;R-HSA-5617182;R-HSA-5617179"
R-HSA-9772572,"Early SARS-CoV-2 Infection Events",0,66,2,427,0.00410958904109589,0.7370072587004453,0.7370072587004453,6,74,0.004757618619004758,9606,Homo sapiens,"","",VIM;FN1,P40337;Q9BYF1,"R-HSA-9694579;R-HSA-9694661;R-HSA-9694520;R-HSA-9699007;R-HSA-9694287;R-HSA-9698988"
R-HSA-9692916,"SARS-CoV-1 activates/modulates innate immune responses",1,60,2,455,0.0037359900373599006,0.7384603134754015,0.7384603134754015,4,30,0.0019287643050019288,9606,Homo sapiens,"PCBP2","Q15366",CD74;FN1,P52292;Q14974,"R-HSA-9705959;R-HSA-9706977;R-HSA-9685189;R-HSA-9685195"
R-HSA-9768919,"NPAS4 regulates expression of target genes",0,41,1,454,0.002552926525529265,0.7384603134754015,0.7384603134754015,1,35,0.0022502250225022503,9606,Homo sapiens,"","",VIM,P55040,"R-HSA-9769014"
R-HSA-9764260,"Regulation of Expression and Function of Type II Classical Cadherins",0,39,1,459,0.0024283935242839353,0.7391838723079921,0.7391838723079921,1,33,0.0021216407355021216,9606,Homo sapiens,"","",GAPDH,P35222,"R-HSA-9762282"
R-HSA-194138,"Signaling by VEGF",2,140,5,885,0.008717310087173101,0.7405614863155388,0.7405614863155388,4,86,0.005529124341005529,9606,Homo sapiens,"ACTG1","P63261;P60709",VIM;FN1;FTH1;GAPDH;FN1,P06241;P49023;P31749;P04792,"R-HSA-5218824;R-HSA-5218838;R-HSA-202137;R-HSA-5218916"
R-HSA-199977,"ER to Golgi Anterograde Transport",0,165,1,352,0.010273972602739725,0.7406250793989353,0.7406250793989353,2,39,0.0025073935965025072,9606,Homo sapiens,"","",CD74,O15155,"R-HSA-6809015;R-HSA-5694425"
R-HSA-9009391,"Extra-nuclear estrogen signaling",0,112,1,408,0.006973848069738481,0.7477142696118539,0.7477142696118539,1,39,0.0025073935965025072,9606,Homo sapiens,"","",VIM,Q99873,"R-HSA-9632182"
R-HSA-5675482,"Regulation of necroptotic cell death",0,39,1,482,0.0024283935242839353,0.7511869398784297,0.7511869398784297,1,21,0.0013501350135013501,9606,Homo sapiens,"","",FTH1,O00560,"R-HSA-9688832"
R-HSA-450408,"AUF1 (hnRNP D0) binds and destabilizes mRNA",0,43,2,475,0.0026774595267745954,0.7546125131845145,0.7546125131845145,1,4,2.5716857400025716E-4,9606,Homo sapiens,"","",PCBP2;FTH1,P11940;P04792,"R-HSA-450551"
R-HSA-2559580,"Oxidative Stress Induced Senescence",0,113,1,421,0.007036114570361146,0.7546125131845145,0.7546125131845145,1,40,0.0025716857400025716,9606,Homo sapiens,"","",GAPDH,P10599,"R-HSA-3225851"
R-HSA-5213460,"RIPK1-mediated regulated necrosis",0,45,1,482,0.002801992528019925,0.755292031725462,0.755292031725462,1,29,0.0018644721615018644,9606,Homo sapiens,"","",FTH1,O00560,"R-HSA-9688832"
R-HSA-450604,"KSRP (KHSRP) binds and destabilizes mRNA",0,20,2,496,0.0012453300124533001,0.7559696965756019,0.7559696965756019,2,5,3.2146071750032145E-4,9606,Homo sapiens,"","",VIM;VIM,P31749;P63104,"R-HSA-450499;R-HSA-450620"
R-HSA-3214858,"RMTs methylate histone arginines",0,52,1,478,0.0032378580323785804,0.7559696965756019,0.7559696965756019,1,22,0.0014144271570014145,9606,Homo sapiens,"","",VIM,Q99873,"R-HSA-5205867"
R-HSA-202131,"Metabolism of nitric oxide: NOS3 activation and regulation",0,45,2,477,0.002801992528019925,0.7579916187189109,0.7579916187189109,2,25,0.0016073035875016073,9606,Homo sapiens,"","",VIM;ARPC1B,P31749;O00401,"R-HSA-202137;R-HSA-203565"
R-HSA-8853884,"Transcriptional Regulation by VENTX",0,48,1,480,0.0029887920298879204,0.75866191847782,0.75866191847782,1,13,8.357978655008358E-4,9606,Homo sapiens,"","",GAPDH,P35222,"R-HSA-8853965"
R-HSA-428157,"Sphingolipid metabolism",0,220,2,320,0.0136986301369863,0.7639588866245628,0.7639588866245628,2,80,0.005143371480005143,9606,Homo sapiens,"","",CTSD;HMOX1,Q8NBJ7;Q16880,"R-HSA-1614336;R-HSA-6785933"
R-HSA-162599,"Late Phase of HIV Life Cycle",0,160,1,402,0.009962640099626401,0.7652651321133468,0.7652651321133468,3,78,0.0050147871930050145,9606,Homo sapiens,"","",CTSD,P04578,"R-HSA-171291;R-HSA-174494;R-HSA-174493"
R-HSA-9634815,"Transcriptional Regulation by NPAS4",0,60,1,475,0.0037359900373599006,0.7652651321133468,0.7652651321133468,1,46,0.0029574386010029576,9606,Homo sapiens,"","",VIM,P55040,"R-HSA-9769014"
R-HSA-5685942,"HDR through Homologous Recombination (HRR)",0,75,1,482,0.004669987546699875,0.7665642561759775,0.7665642561759775,2,24,0.001543011444001543,9606,Homo sapiens,"","",HLA-DRB5,O14757,"R-HSA-5685230;R-HSA-5685242"
R-HSA-9607240,"FLT3 Signaling",0,48,2,503,0.0029887920298879204,0.767211159630303,0.767211159630303,1,43,0.0027645621705027646,9606,Homo sapiens,"","",GAPDH;FN1,P06241,"R-HSA-9605259"
R-HSA-112310,"Neurotransmitter release cycle",0,100,1,442,0.0062266500622665,0.7684996731899144,0.7684996731899144,6,37,0.002378809309502379,9606,Homo sapiens,"","",HMOX1,Q16623,"R-HSA-210426;R-HSA-380574;R-HSA-372505;R-HSA-380905;R-HSA-917744;R-HSA-374922"
R-HSA-8953750,"Transcriptional Regulation by E2F6",0,46,1,514,0.00286425902864259,0.7697811605438409,0.7697811605438409,3,33,0.0021216407355021216,9606,Homo sapiens,"","",HLA-DRB5,O14757,"R-HSA-9007546;R-HSA-9007539;R-HSA-9007591"
R-HSA-8878159,"Transcriptional regulation by RUNX3",0,108,1,459,0.0067247820672478205,0.77232320737982,0.77232320737982,1,47,0.0030217307445030215,9606,Homo sapiens,"","",FN1,P29279,"R-HSA-1989766"
R-HSA-111885,"Opioid Signalling",0,115,2,434,0.007160647571606476,0.7729543864316433,0.7729543864316433,3,59,0.0037932364665037932,9606,Homo sapiens,"","",FN1;GAPDH,P52292;P17612,"R-HSA-9619127;R-HSA-112282;R-HSA-180073"
R-HSA-450385,"Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA",0,19,1,530,0.0011830635118306352,0.7760845180316003,0.7760845180316003,3,6,3.8575286100038574E-4,9606,Homo sapiens,"","",VIM,P31749;P31946,"R-HSA-450406;R-HSA-482788;R-HSA-450490"
R-HSA-3232118,"SUMOylation of transcription factors",0,20,1,537,0.0012453300124533001,0.7760845180316003,0.7760845180316003,1,11,7.072135785007072E-4,9606,Homo sapiens,"","",VIM,Q12888,"R-HSA-2997723"
R-HSA-69242,"S Phase",0,166,1,432,0.01033623910336239,0.7760845180316003,0.7760845180316003,1,55,0.003536067892503536,9606,Homo sapiens,"","",GAPDH,P49841,"R-HSA-75820"
R-HSA-9841251,"Mitochondrial unfolded protein response (UPRmt)",0,33,1,522,0.002054794520547945,0.7767054239031176,0.7767054239031176,2,21,0.0013501350135013501,9606,Homo sapiens,"","",VIM,P31749,"R-HSA-9841265;R-HSA-9841244"
R-HSA-69206,"G1/S Transition",0,140,2,455,0.008717310087173101,0.7779421518734182,0.7779421518734182,2,61,0.003921820753503922,9606,Homo sapiens,"","",GAPDH;CRIP1,P04183;P12004,"R-HSA-8961665;R-HSA-8962039"
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",1,72,3,507,0.00448318804483188,0.778557983086536,0.778557983086536,7,46,0.0029574386010029576,9606,Homo sapiens,"HMOX1","P09601",ACTG1;VIM;GAPDH,P10599;Q9Y6K9;Q9HC29,"R-HSA-9676160;R-HSA-1250272;R-HSA-622415;R-HSA-1250264;R-HSA-1250280;R-HSA-168412;R-HSA-1250253"
R-HSA-3928664,"Ephrin signaling",0,23,1,536,0.001432129514321295,0.779172131841072,0.779172131841072,1,11,7.072135785007072E-4,9606,Homo sapiens,"","",FTH1,O00560,"R-HSA-4093329"
R-HSA-1221632,"Meiotic synapsis",0,61,1,505,0.0037982565379825655,0.7810045285636775,0.7810045285636775,1,6,3.8575286100038574E-4,9606,Homo sapiens,"","",GAPDH,O75344,"R-HSA-912505"
R-HSA-157579,"Telomere Maintenance",0,108,2,493,0.0067247820672478205,0.7846245030139863,0.7846245030139863,3,34,0.002185932879002186,9606,Homo sapiens,"","",FTH1;HMOX1,Q9UER7;Q9NUX5,"R-HSA-181450;R-HSA-176700;R-HSA-9007926"
R-HSA-68882,"Mitotic Anaphase",0,236,1,368,0.014694894146948941,0.7846245030139863,0.7846245030139863,1,32,0.0020573485920020573,9606,Homo sapiens,"","",CD74,Q14974,"R-HSA-9624798"
R-HSA-5693571,"Nonhomologous End-Joining (NHEJ)",0,56,1,525,0.0034869240348692405,0.7852220742012523,0.7852220742012523,1,13,8.357978655008358E-4,9606,Homo sapiens,"","",VIM,Q12888,"R-HSA-5693599"
R-HSA-5693565,"Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks",0,67,1,523,0.004171855541718556,0.7905272408594487,0.7905272408594487,1,39,0.0025073935965025072,9606,Homo sapiens,"","",VIM,Q12888,"R-HSA-5693566"
R-HSA-3858494,"Beta-catenin independent WNT signaling",0,153,1,437,0.009526774595267747,0.7922667790211139,0.7922667790211139,1,51,0.003278899318503279,9606,Homo sapiens,"","",HLA-A,P34925,"R-HSA-4551555"
R-HSA-5250913,"Positive epigenetic regulation of rRNA expression",1,79,2,517,0.0049190535491905356,0.793418557410632,0.793418557410632,1,7,4.5004500450045E-4,9606,Homo sapiens,"ACTG1","P60709",ACTG1;GAPDH,P49841;P60709,"R-HSA-5250947"
