Pathway identifier,Pathway name,#Entities found,#Entities total,#Interactors found,#Interactors total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Submitted entities hit interactor,Interacts with,Found reaction identifiers
R-HSA-2173795,"Downregulation of SMAD2/3:SMAD4 transcriptional activity",0,38,1,556,0.0023661270236612704,0.7968362802810454,0.7968362802810454,1,27,0.001735887874501736,9606,Homo sapiens,"","",HLA-A,Q13573,"R-HSA-5252001"
R-HSA-73886,"Chromosome Maintenance",0,135,2,493,0.008405977584059776,0.7979630960291968,0.7979630960291968,3,38,0.002443101453002443,9606,Homo sapiens,"","",FTH1;HMOX1,Q9UER7;Q9NUX5,"R-HSA-181450;R-HSA-176700;R-HSA-9007926"
R-HSA-9609646,"HCMV Infection",0,270,1,324,0.016811955168119553,0.7979630960291968,0.7979630960291968,1,31,0.001993056448501993,9606,Homo sapiens,"","",PLD3,P19838,"R-HSA-9621073"
R-HSA-72202,"Transport of Mature Transcript to Cytoplasm",0,90,1,536,0.00560398505603985,0.799641785754575,0.799641785754575,1,13,8.357978655008358E-4,9606,Homo sapiens,"","",PCBP2,P84103,"R-HSA-75096"
R-HSA-9006931,"Signaling by Nuclear Receptors",4,383,4,1693,0.023848069738480696,0.8006306165532937,0.8006306165532937,10,195,0.012536967982512536,9606,Homo sapiens,"APOE;CTSD","ENSG00000130203;P07339;P02649;ENSG00000117984",CCL5;VIM;FN1;APOE,P52292;P02649;P02655;P48061;Q99873,"R-HSA-9031512;R-HSA-9632182;R-HSA-9023840;R-HSA-9031522;R-HSA-9023861;R-HSA-9023845;R-HSA-9012196;R-HSA-9031527;R-HSA-9023846;R-HSA-8954199"
R-HSA-975138,"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",0,120,3,512,0.007471980074719801,0.8007532712308498,0.8007532712308498,4,60,0.0038575286100038576,9606,Homo sapiens,"","",ACTG1;PLD3;APOE,Q9BQ95;Q9Y6K9;P19838,"R-HSA-5609665;R-HSA-451634;R-HSA-9757954;R-HSA-166869"
R-HSA-162587,"HIV Life Cycle",0,175,1,453,0.010896637608966376,0.8013067340100258,0.8013067340100258,3,117,0.0075221807895075226,9606,Homo sapiens,"","",CTSD,P04578,"R-HSA-171291;R-HSA-174494;R-HSA-174493"
R-HSA-168928,"DDX58/IFIH1-mediated induction of interferon-alpha/beta",1,105,1,517,0.006537982565379826,0.804051411694933,0.804051411694933,3,53,0.0034074836055034076,9606,Homo sapiens,"PCBP2","Q15366",GAPDH,Q9UHD2,"R-HSA-990526;R-HSA-9709831;R-HSA-990528"
R-HSA-975871,"MyD88 cascade initiated on plasma membrane",0,109,3,536,0.006787048567870485,0.8051387949424542,0.8051387949424542,4,70,0.004500450045004501,9606,Homo sapiens,"","",ACTG1;PLD3;APOE,Q9BQ95;Q9Y6K9;P19838,"R-HSA-5609665;R-HSA-451634;R-HSA-9757954;R-HSA-166869"
R-HSA-216083,"Integrin cell surface interactions",1,86,2,528,0.005354919053549191,0.8062202335130251,0.8062202335130251,4,55,0.003536067892503536,9606,Homo sapiens,"FN1","P02751",CD74;FN1,P07996;P02751;P16070,"R-HSA-216050;R-HSA-349603;R-HSA-2752115;R-HSA-349593"
R-HSA-168142,"Toll Like Receptor 10 (TLR10) Cascade",0,109,3,540,0.006787048567870485,0.8067587335540735,0.8067587335540735,4,71,0.0045647421885045645,9606,Homo sapiens,"","",ACTG1;PLD3;APOE,Q9BQ95;Q9Y6K9;P19838,"R-HSA-5609665;R-HSA-451634;R-HSA-9757954;R-HSA-166869"
R-HSA-168176,"Toll Like Receptor 5 (TLR5) Cascade",0,109,3,546,0.006787048567870485,0.8104871786759262,0.8104871786759262,4,71,0.0045647421885045645,9606,Homo sapiens,"","",ACTG1;PLD3;APOE,Q9BQ95;Q9Y6K9;P19838,"R-HSA-5609665;R-HSA-451634;R-HSA-9757954;R-HSA-166869"
R-HSA-5218859,"Regulated Necrosis",0,76,1,551,0.004732254047322541,0.8110139959874558,0.8110139959874558,1,52,0.0033431914620033433,9606,Homo sapiens,"","",FTH1,O00560,"R-HSA-9688832"
R-HSA-9755511,"KEAP1-NFE2L2 pathway",2,169,5,995,0.010523038605230387,0.8133644862972298,0.8133644862972298,8,117,0.0075221807895075226,9606,Homo sapiens,"HMOX1","ENSG00000100292;P09601",APOE;CCL5;IL32;IL32;GAPDH,P10599;P13500;P18848;P49841;Q05655,"R-HSA-9796070;R-HSA-9761815;R-HSA-8932284;R-HSA-9759137;R-HSA-9796045;R-HSA-9796061;R-HSA-9762094;R-HSA-9759176"
R-HSA-975155,"MyD88 dependent cascade initiated on endosome",0,121,3,545,0.007534246575342466,0.8156908961574587,0.8156908961574587,4,75,0.004821910762504822,9606,Homo sapiens,"","",ACTG1;PLD3;APOE,Q9BQ95;Q9Y6K9;P19838,"R-HSA-5609665;R-HSA-451634;R-HSA-9757954;R-HSA-166869"
R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",0,50,3,595,0.00311332503113325,0.8187452948969519,0.8187452948969519,2,38,0.002443101453002443,9606,Homo sapiens,"","",VIM;VIM;GAPDH,P17612;P63104,"R-HSA-913451;R-HSA-912757"
R-HSA-9851695,"Epigenetic regulation of adipogenesis genes by MLL3 and MLL4 complexes",0,140,3,494,0.008717310087173101,0.8192494905874768,0.8192494905874768,4,38,0.002443101453002443,9606,Homo sapiens,"","",VIM;IL32;HMOX1,Q9NYP7;P49715;P15090,"R-HSA-9856486;R-HSA-9854142;R-HSA-9842815;R-HSA-9843900"
R-HSA-9841922,"MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis",0,140,3,494,0.008717310087173101,0.8192494905874768,0.8192494905874768,4,38,0.002443101453002443,9606,Homo sapiens,"","",VIM;IL32;HMOX1,Q9NYP7;P49715;P15090,"R-HSA-9856486;R-HSA-9854142;R-HSA-9842815;R-HSA-9843900"
R-HSA-438064,"Post NMDA receptor activation events",0,96,3,538,0.005977584059775841,0.8192494905874768,0.8192494905874768,4,39,0.0025073935965025072,9606,Homo sapiens,"","",ACTG1;FN1;GAPDH,P52292;P10636-8,"R-HSA-9619542;R-HSA-9619127;R-HSA-9619515;R-HSA-112282"
R-HSA-168181,"Toll Like Receptor 7/8 (TLR7/8) Cascade",0,125,3,550,0.007783312577833126,0.8192494905874768,0.8192494905874768,4,85,0.0054648321975054644,9606,Homo sapiens,"","",ACTG1;PLD3;APOE,Q9BQ95;Q9Y6K9;P19838,"R-HSA-5609665;R-HSA-451634;R-HSA-9757954;R-HSA-166869"
R-HSA-948021,"Transport to the Golgi and subsequent modification",0,221,1,434,0.013760896637608966,0.8202537407655931,0.8202537407655931,2,60,0.0038575286100038576,9606,Homo sapiens,"","",CD74,O15155,"R-HSA-6809015;R-HSA-5694425"
R-HSA-9709957,"Sensory Perception",3,1258,3,363,0.07833125778331258,0.8210392494136767,0.8210392494136767,11,138,0.008872315803008872,9606,Homo sapiens,"APOE;ACTG1","P63261;P60709;P02649",CD74;FTH1;APOE,P02649;Q5QGT7;P02753;P01130,"R-HSA-9663363;R-HSA-2404135;R-HSA-9752977;R-HSA-9659380;R-HSA-2404131;R-HSA-2404140;R-HSA-2424254;R-HSA-2395768;R-HSA-2395784;R-HSA-2423785;R-HSA-2429643"
R-HSA-373760,"L1CAM interactions",2,130,3,1042,0.00809464508094645,0.8223224307770708,0.8223224307770708,7,54,0.003471775749003472,9606,Homo sapiens,"ACTG1","P63261;P60709",SH3BGRL3;FTH1;GAPDH,P00533;O00560,"R-HSA-443779;R-HSA-445089;R-HSA-392751;R-HSA-445069;R-HSA-373736;R-HSA-373739;R-HSA-373738"
R-HSA-109582,"Hemostasis",6,805,6,2301,0.05012453300124533,0.8231756882133319,0.8231756882133319,27,342,0.021987913077021987,9606,Homo sapiens,"CFD;CD74;FN1;TAGLN2;CD99;ACTG1","P60709;P14209;P00746;P37802;P04233;P02751",VIM;FN1;HLA-A;GAPDH;APOE;FN1,P06241;Q9HAQ2;P07225;P11021;P05154;Q9UIJ7,"R-HSA-429441;R-HSA-984775;R-HSA-354124;R-HSA-372693;R-HSA-482772;R-HSA-5604929;R-HSA-354066;R-HSA-354073;R-HSA-372697;R-HSA-351323;R-HSA-8867097;R-HSA-354149;R-HSA-202723;R-HSA-429415;R-HSA-432295;R-HSA-354087;R-HSA-372705;R-HSA-481007;R-HSA-377644;R-HSA-377641;R-HSA-377640;R-HSA-377643;R-HSA-354165;R-HSA-5676133;R-HSA-994169;R-HSA-1008248;R-HSA-5591086"
R-HSA-69620,"Cell Cycle Checkpoints",0,271,1,431,0.016874221668742216,0.8232336289118369,0.8232336289118369,5,56,0.0036003600360036,9606,Homo sapiens,"","",HLA-DRB5,O14757,"R-HSA-75010;R-HSA-69604;R-HSA-75028;R-HSA-176116;R-HSA-6799246"
R-HSA-168138,"Toll Like Receptor 9 (TLR9) Cascade",0,128,3,555,0.00797011207970112,0.8232336289118369,0.8232336289118369,4,86,0.005529124341005529,9606,Homo sapiens,"","",ACTG1;PLD3;APOE,Q9BQ95;Q9Y6K9;P19838,"R-HSA-5609665;R-HSA-451634;R-HSA-9757954;R-HSA-166869"
R-HSA-9818564,"Epigenetic regulation of gene expression by MLL3 and MLL4 complexes",0,140,3,520,0.008717310087173101,0.8271312302856859,0.8271312302856859,4,41,0.002635977883502636,9606,Homo sapiens,"","",VIM;IL32;HMOX1,Q9NYP7;P49715;P15090,"R-HSA-9856486;R-HSA-9854142;R-HSA-9842815;R-HSA-9843900"
R-HSA-166058,"MyD88:MAL(TIRAP) cascade initiated on plasma membrane",0,133,3,569,0.008281444582814447,0.8314148972491995,0.8314148972491995,4,76,0.004886202906004886,9606,Homo sapiens,"","",ACTG1;PLD3;APOE,Q9BQ95;Q9Y6K9;P19838,"R-HSA-5609665;R-HSA-451634;R-HSA-9757954;R-HSA-166869"
R-HSA-177929,"Signaling by EGFR",0,64,2,615,0.00398505603985056,0.8328194155646482,0.8328194155646482,3,50,0.0032146071750032146,9606,Homo sapiens,"","",SH3BGRL3;GAPDH,P00533,"R-HSA-9674531;R-HSA-177942;R-HSA-9851407"
R-HSA-6806003,"Regulation of TP53 Expression and Degradation",0,46,1,617,0.00286425902864259,0.8332850219124296,0.8332850219124296,2,35,0.0022502250225022503,9606,Homo sapiens,"","",FTH1,Q9UER7,"R-HSA-3222072;R-HSA-3215295"
R-HSA-168179,"Toll Like Receptor TLR1:TLR2 Cascade",0,136,3,570,0.008468244084682441,0.8332850219124296,0.8332850219124296,4,78,0.0050147871930050145,9606,Homo sapiens,"","",ACTG1;PLD3;APOE,Q9BQ95;Q9Y6K9;P19838,"R-HSA-5609665;R-HSA-451634;R-HSA-9757954;R-HSA-166869"
R-HSA-168188,"Toll Like Receptor TLR6:TLR2 Cascade",0,133,3,575,0.008281444582814447,0.8342124057519318,0.8342124057519318,4,78,0.0050147871930050145,9606,Homo sapiens,"","",ACTG1;PLD3;APOE,Q9BQ95;Q9Y6K9;P19838,"R-HSA-5609665;R-HSA-451634;R-HSA-9757954;R-HSA-166869"
R-HSA-181438,"Toll Like Receptor 2 (TLR2) Cascade",0,136,3,575,0.008468244084682441,0.8355939610105663,0.8355939610105663,4,80,0.005143371480005143,9606,Homo sapiens,"","",ACTG1;PLD3;APOE,Q9BQ95;Q9Y6K9;P19838,"R-HSA-5609665;R-HSA-451634;R-HSA-9757954;R-HSA-166869"
R-HSA-2555396,"Mitotic Metaphase and Anaphase",0,237,1,476,0.014757160647571606,0.8355939610105663,0.8355939610105663,1,33,0.0021216407355021216,9606,Homo sapiens,"","",CD74,Q14974,"R-HSA-9624798"
R-HSA-5693606,"DNA Double Strand Break Response",0,75,2,617,0.004669987546699875,0.8405633177073261,0.8405633177073261,3,48,0.003086022888003086,9606,Homo sapiens,"","",VIM;FN1,P52292;Q12888,"R-HSA-5684006;R-HSA-5693566;R-HSA-5684008"
R-HSA-5621481,"C-type lectin receptors (CLRs)",0,190,4,531,0.011830635118306352,0.8423334237432367,0.8423334237432367,3,68,0.004371865758004372,9606,Homo sapiens,"","",CCL5;IL32;IL32;APOE,Q8TBC4;Q04206;Q05655,"R-HSA-5660980;R-HSA-5607734;R-HSA-5607725"
R-HSA-5654738,"Signaling by FGFR2",0,88,1,613,0.005479452054794521,0.8466744355737797,0.8466744355737797,1,46,0.0029574386010029576,9606,Homo sapiens,"","",VIM,Q6NXG1,"R-HSA-6803527"
R-HSA-381340,"Transcriptional regulation of white adipocyte differentiation",0,107,2,602,0.006662515566625156,0.8475284017562832,0.8475284017562832,7,19,0.0012215507265012214,9606,Homo sapiens,"","",VIM;IL32,P15090;P49715,"R-HSA-1183058;R-HSA-560491;R-HSA-560510;R-HSA-381283;R-HSA-381309;R-HSA-1183003;R-HSA-1183032"
R-HSA-1989781,"PPARA activates gene expression",0,173,1,525,0.010772104607721046,0.8475284017562832,0.8475284017562832,1,41,0.002635977883502636,9606,Homo sapiens,"","",CD74,P37268,"R-HSA-1655850"
R-HSA-5358351,"Signaling by Hedgehog",0,155,1,553,0.009651307596513076,0.8488005733107472,0.8488005733107472,2,82,0.005271955767005272,9606,Homo sapiens,"","",GAPDH,P49841,"R-HSA-5610732;R-HSA-5610730"
R-HSA-1912408,"Pre-NOTCH Transcription and Translation",0,100,1,596,0.0062266500622665,0.8496428727472064,0.8496428727472064,1,37,0.002378809309502379,9606,Homo sapiens,"","",VIM,Q8N6T7,"R-HSA-9604834"
R-HSA-5617833,"Cilium Assembly",0,209,1,551,0.013013698630136987,0.8504805495642725,0.8504805495642725,1,50,0.0032146071750032146,9606,Homo sapiens,"","",HMOX1,Q3SXY8,"R-HSA-5624953"
R-HSA-9018519,"Estrogen-dependent gene expression",2,153,3,1113,0.009526774595267747,0.8505976294881306,0.8505976294881306,6,66,0.004243281471004243,9606,Homo sapiens,"CTSD","P07339;ENSG00000117984",CCL5;VIM;FN1,P52292;P48061;Q99873,"R-HSA-9023840;R-HSA-9023861;R-HSA-9023845;R-HSA-9012196;R-HSA-9023846;R-HSA-8954199"
R-HSA-425366,"Transport of bile salts and organic acids, metal ions and amine compounds",0,165,2,549,0.010273972602739725,0.8541935571797572,0.8541935571797572,2,69,0.004436157901504436,9606,Homo sapiens,"","",HLA-A;HLA-B,Q9ULF5;Q6ZMH5,"R-HSA-442405;R-HSA-442345"
R-HSA-5633008,"TP53 Regulates Transcription of Cell Death Genes",0,83,1,644,0.005168119551681195,0.8574176602361091,0.8574176602361091,2,68,0.004371865758004372,9606,Homo sapiens,"","",GAPDH,Q92696,"R-HSA-6801089;R-HSA-6801101"
R-HSA-190236,"Signaling by FGFR",0,109,1,625,0.006787048567870485,0.8590032725492397,0.8590032725492397,1,142,0.009129484377009129,9606,Homo sapiens,"","",VIM,Q6NXG1,"R-HSA-6803527"
R-HSA-400206,"Regulation of lipid metabolism by PPARalpha",0,175,1,568,0.010896637608966376,0.8625076664328467,0.8625076664328467,1,45,0.0028931464575028933,9606,Homo sapiens,"","",CD74,P37268,"R-HSA-1655850"
R-HSA-8866910,"TFAP2 (AP-2) family regulates transcription of growth factors and their receptors",0,21,2,718,0.001307596513075965,0.8663008611255542,0.8663008611255542,2,18,0.0011572585830011573,9606,Homo sapiens,"","",SH3BGRL3;GAPDH,P04626;P00533,"R-HSA-8864466;R-HSA-8874797"
R-HSA-9820952,"Respiratory Syncytial Virus Infection Pathway",0,154,2,600,0.009589041095890411,0.8663008611255542,0.8663008611255542,2,101,0.006493506493506494,9606,Homo sapiens,"","",CD74;VIM,Q14457;Q14974,"R-HSA-9831702;R-HSA-9837231"
R-HSA-376176,"Signaling by ROBO receptors",1,222,1,536,0.013823163138231632,0.8666744623462608,0.8666744623462608,2,60,0.0038575286100038576,9606,Homo sapiens,"RPL41","P62945",PCBP2,P11940,"R-HSA-9014652;R-HSA-9014610"
R-HSA-9860931,"Response of endothelial cells to shear stress",1,115,3,647,0.007160647571606476,0.8681586107629738,0.8681586107629738,11,51,0.003278899318503279,9606,Homo sapiens,"FN1","P02751",VIM;GAPDH;FN1,P31749;P06241,"R-HSA-9865238;R-HSA-9865748;R-HSA-9860500;R-HSA-9865520;R-HSA-9865184;R-HSA-9860833;R-HSA-9865182;R-HSA-9865228;R-HSA-9861484;R-HSA-9865501;R-HSA-9865226"
R-HSA-2980736,"Peptide hormone metabolism",1,131,1,630,0.008156911581569115,0.8703543684530505,0.8703543684530505,3,67,0.004307573614504308,9606,Homo sapiens,"CTSD","P07339",GAPDH,O00471,"R-HSA-2022412;R-HSA-2022403;R-HSA-265177"
R-HSA-9764274,"Regulation of Expression and Function of Type I Classical Cadherins",2,192,1,1151,0.011955168119551681,0.8705382609521921,0.8705382609521921,4,92,0.005914877202005915,9606,Homo sapiens,"ACTG1","P63261;P60709",RPL41,P63244,"R-HSA-9934294;R-HSA-9934486;R-HSA-9934751;R-HSA-9934410"
R-HSA-9764265,"Regulation of CDH1 Expression and Function",2,192,1,1151,0.011955168119551681,0.8705382609521921,0.8705382609521921,4,92,0.005914877202005915,9606,Homo sapiens,"ACTG1","P63261;P60709",RPL41,P63244,"R-HSA-9934294;R-HSA-9934486;R-HSA-9934751;R-HSA-9934410"
R-HSA-9855142,"Cellular responses to mechanical stimuli",1,126,3,647,0.00784557907845579,0.8721566168722324,0.8721566168722324,14,61,0.003921820753503922,9606,Homo sapiens,"FN1","P02751",VIM;GAPDH;FN1,P31749;P06241,"R-HSA-9865238;R-HSA-9865748;R-HSA-9860500;R-HSA-9865520;R-HSA-9865182;R-HSA-9865501;R-HSA-9857661;R-HSA-9906597;R-HSA-9865184;R-HSA-9860833;R-HSA-9865228;R-HSA-9861484;R-HSA-9865226;R-HSA-9857673"
R-HSA-6791312,"TP53 Regulates Transcription of Cell Cycle Genes",0,65,1,711,0.004047322540473225,0.8739341804253211,0.8739341804253211,1,42,0.0027002700270027003,9606,Homo sapiens,"","",VIM,Q99873,"R-HSA-3215152"
R-HSA-983231,"Factors involved in megakaryocyte development and platelet production",1,194,3,593,0.012079701120797011,0.876727767217529,0.876727767217529,3,43,0.0027645621705027646,9606,Homo sapiens,"ACTG1","P60709",VIM;GAPDH;APOE,Q9HAQ2;Q9UIJ7,"R-HSA-994169;R-HSA-1008248;R-HSA-984775"
R-HSA-446652,"Interleukin-1 family signaling",0,170,3,662,0.010585305105853052,0.8784426977586929,0.8784426977586929,4,92,0.005914877202005915,9606,Homo sapiens,"","",ACTG1;PLD3;GAPDH,Q9Y6K9;P19838;Q9UHD2,"R-HSA-5609665;R-HSA-451634;R-HSA-9008684;R-HSA-9757954"
R-HSA-195253,"Degradation of beta-catenin by the destruction complex",0,78,1,709,0.004856787048567871,0.87912207029755,0.87912207029755,2,23,0.0014787193005014788,9606,Homo sapiens,"","",GAPDH,P49841;P35222,"R-HSA-195251;R-HSA-195304"
R-HSA-416476,"G alpha (q) signalling events",0,284,3,508,0.01768368617683686,0.8821332487915237,0.8821332487915237,3,35,0.0022502250225022503,9606,Homo sapiens,"","",SH3BGRL3;APOE;GAPDH,P08254;P00533,"R-HSA-2179413;R-HSA-2179387;R-HSA-2179402"
R-HSA-5687128,"MAPK6/MAPK4 signaling",0,93,1,704,0.005790784557907846,0.8821332487915237,0.8821332487915237,1,40,0.0025716857400025716,9606,Homo sapiens,"","",FTH1,P04792,"R-HSA-5687121"
R-HSA-8950505,"Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation",0,73,3,713,0.004545454545454545,0.8827922975462037,0.8827922975462037,3,36,0.0023145171660023146,9606,Homo sapiens,"","",ACTG1;GAPDH;APOE,P00441;Q53EL6;P23528,"R-HSA-8950721;R-HSA-8950771;R-HSA-8950581"
R-HSA-71387,"Metabolism of carbohydrates and carbohydrate derivatives",1,478,0,328,0.029763387297633875,0.8844240796841042,0.8844240796841042,2,244,0.015687283014015688,9606,Homo sapiens,"GAPDH","",,,"R-HSA-70449;R-HSA-70482"
R-HSA-9843745,"Adipogenesis",0,147,2,681,0.009153175591531755,0.8885627119424837,0.8885627119424837,7,33,0.0021216407355021216,9606,Homo sapiens,"","",VIM;IL32,P15090;P49715,"R-HSA-1183058;R-HSA-560491;R-HSA-560510;R-HSA-381283;R-HSA-381309;R-HSA-1183003;R-HSA-1183032"
R-HSA-453279,"Mitotic G1 phase and G1/S transition",0,164,2,701,0.01021170610211706,0.8904232734994963,0.8904232734994963,2,101,0.006493506493506494,9606,Homo sapiens,"","",GAPDH;CRIP1,P04183;P12004,"R-HSA-8961665;R-HSA-8962039"
R-HSA-3769402,"Deactivation of the beta-catenin transactivating complex",0,44,3,778,0.0027397260273972603,0.8907303778190927,0.8907303778190927,5,14,9.000900090009E-4,9606,Homo sapiens,"","",VIM;VIM;GAPDH,P35222;P63104,"R-HSA-5368580;R-HSA-3772430;R-HSA-3769393;R-HSA-3769383;R-HSA-5626938"
R-HSA-1912422,"Pre-NOTCH Expression and Processing",0,125,1,685,0.007783312577833126,0.8907303778190927,0.8907303778190927,1,47,0.0030217307445030215,9606,Homo sapiens,"","",VIM,Q8N6T7,"R-HSA-9604834"
R-HSA-196854,"Metabolism of vitamins and cofactors",1,384,2,446,0.023910336239103363,0.8925552784727517,0.8925552784727517,8,213,0.013694226565513693,9606,Homo sapiens,"APOE","P02649",FTH1;APOE,P02649;P02753;P01130,"R-HSA-2404135;R-HSA-2404131;R-HSA-2404140;R-HSA-2424254;R-HSA-2395768;R-HSA-2395784;R-HSA-2423785;R-HSA-2429643"
R-HSA-1500620,"Meiosis",0,93,2,751,0.005790784557907846,0.8940530686130601,0.8940530686130601,2,16,0.0010286742960010286,9606,Homo sapiens,"","",ACTG1;GAPDH,P40692;O75344,"R-HSA-912429;R-HSA-912505"
R-HSA-375276,"Peptide ligand-binding receptors",1,205,5,657,0.012764632627646327,0.8987091193763822,0.8987091193763822,11,85,0.0054648321975054644,9606,Homo sapiens,"CCL5","P13501",CD74;CCL5;CD74;HMOX1;HLA-DQA1,P78556;Q99616;P48061;O15467;O15444;Q9P296;P13501;O43612;P25025,"R-HSA-373813;R-HSA-373061;R-HSA-374214;R-HSA-443986;R-HSA-373073;R-HSA-964811;R-HSA-373074;R-HSA-389487;R-HSA-8862733;R-HSA-373087;R-HSA-389481"
R-HSA-165159,"MTOR signalling",0,50,1,812,0.00311332503113325,0.8989933343250324,0.8989933343250324,3,29,0.0018644721615018644,9606,Homo sapiens,"","",VIM,Q6IAA8;P31749;P31946,"R-HSA-5653936;R-HSA-377186;R-HSA-5672824"
R-HSA-432720,"Lysosome Vesicle Biogenesis",0,43,1,797,0.0026774595267745954,0.8995594095104267,0.8995594095104267,1,8,5.143371480005143E-4,9606,Homo sapiens,"","",GAPDH,P05067,"R-HSA-5229132"
R-HSA-9694635,"Translation of Structural Proteins",0,85,4,780,0.005292652552926526,0.9009609610628314,0.9009609610628314,16,46,0.0029574386010029576,9606,Homo sapiens,"","",VIM;HLA-A;GAPDH;HMOX1,P0DTC3;P0DTC2;Q99873;P49841,"R-HSA-9766608;R-HSA-9694392;R-HSA-9694718;R-HSA-9694780;R-HSA-9694364;R-HSA-9694467;R-HSA-9694337;R-HSA-9696807;R-HSA-9694662;R-HSA-9694438;R-HSA-9694341;R-HSA-9729283;R-HSA-9694794;R-HSA-9694793;R-HSA-9694447;R-HSA-9687724"
R-HSA-168255,"Influenza Infection",1,198,1,677,0.012328767123287671,0.9034353704122157,0.9034353704122157,4,59,0.0037932364665037932,9606,Homo sapiens,"RPL41","P62945",CD74,Q14974,"R-HSA-192704;R-HSA-168310;R-HSA-192841;R-HSA-168317"
R-HSA-9637690,"Response of Mtb to phagocytosis",0,51,1,808,0.0031755915317559155,0.9042465617838568,0.9042465617838568,2,30,0.0019287643050019288,9606,Homo sapiens,"","",GAPDH,P00558;P35228,"R-HSA-9636658;R-HSA-9636261"
R-HSA-168164,"Toll Like Receptor 3 (TLR3) Cascade",0,117,3,796,0.0072851805728518055,0.9045154642961882,0.9045154642961882,4,79,0.005079079336505079,9606,Homo sapiens,"","",ACTG1;PLD3;GAPDH,Q9Y6K9;P19838;Q9UHD2,"R-HSA-9828196;R-HSA-5609665;R-HSA-451634;R-HSA-9757954"
R-HSA-5619507,"Activation of HOX genes during differentiation",0,116,1,755,0.007222914072229141,0.9061133279303492,0.9061133279303492,1,43,0.0027645621705027646,9606,Homo sapiens,"","",HLA-A,P09017,"R-HSA-5617855"
R-HSA-5617472,"Activation of anterior HOX genes in hindbrain development during early embryogenesis",0,116,1,755,0.007222914072229141,0.9061133279303492,0.9061133279303492,1,43,0.0027645621705027646,9606,Homo sapiens,"","",HLA-A,P09017,"R-HSA-5617855"
R-HSA-9614085,"FOXO-mediated transcription",0,110,1,785,0.00684931506849315,0.9097399561772629,0.9097399561772629,1,85,0.0054648321975054644,9606,Homo sapiens,"","",GAPDH,P10599,"R-HSA-9617735"
R-HSA-5693567,"HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)",0,126,2,806,0.00784557907845579,0.9129837923822162,0.9129837923822162,6,47,0.0030217307445030215,9606,Homo sapiens,"","",VIM;HLA-DRB5,Q8N6T7;Q12888;O14757,"R-HSA-5684887;R-HSA-5684071;R-HSA-5684882;R-HSA-5685953;R-HSA-5685230;R-HSA-5685242"
R-HSA-8878166,"Transcriptional regulation by RUNX2",0,133,2,781,0.008281444582814447,0.9139585906281146,0.9139585906281146,4,81,0.005207663623505208,9606,Homo sapiens,"","",FN1;GAPDH,P08648;P02452;P17931;P49841,"R-HSA-8985644;R-HSA-9008476;R-HSA-8938382;R-HSA-8939667"
